"Year";"Quarter";"Month";"DayofMonth";"DayOfWeek";"FlightDate";"UniqueCarrier";"AirlineID";"Carrier";"TailNum";"FlightNum";"OriginAirportID";"OriginAirportSeqID";"OriginCityMarketID";"Origin";"OriginCityName";"OriginState";"OriginStateFips";"OriginStateName";"OriginWac";"DestAirportID";"DestAirportSeqID";"DestCityMarketID";"Dest";"DestCityName";"DestState";"DestStateFips";"DestStateName";"DestWac";"CRSDepTime";"DepTime";"DepDelay";"DepDelayMinutes";"DepDel15";"DepartureDelayGroups";"DepTimeBlk";"TaxiOut";"WheelsOff";"WheelsOn";"TaxiIn";"CRSArrTime";"ArrTime";"ArrDelay";"ArrDelayMinutes";"ArrDel15";"ArrivalDelayGroups";"ArrTimeBlk";"Cancelled";"CancellationCode";"Diverted";"CRSElapsedTime";"ActualElapsedTime";"AirTime";"Flights";"Distance";"DistanceGroup";"CarrierDelay";"WeatherDelay";"NASDelay";"SecurityDelay";"LateAircraftDelay";"FirstDepTime";"TotalAddGTime";"LongestAddGTime";"DivAirportLandings";"DivReachedDest";"DivActualElapsedTime";"DivArrDelay";"DivDistance";"Div1Airport";"Div1AirportID";"Div1AirportSeqID";"Div1WheelsOn";"Div1TotalGTime";"Div1LongestGTime";"Div1WheelsOff";"Div1TailNum";"Div2Airport";"Div2AirportID";"Div2AirportSeqID";"Div2WheelsOn";"Div2TotalGTime";"Div2LongestGTime";"Div2WheelsOff";"Div2TailNum";"Div3Airport";"Div3AirportID";"Div3AirportSeqID";"Div3WheelsOn";"Div3TotalGTime";"Div3LongestGTime";"Div3WheelsOff";"Div3TailNum";"Div4Airport";"Div4AirportID";"Div4AirportSeqID";"Div4WheelsOn";"Div4TotalGTime";"Div4LongestGTime";"Div4WheelsOff";"Div4TailNum";"Div5Airport";"Div5AirportID";"Div5AirportSeqID";"Div5WheelsOn";"Div5TotalGTime";"Div5LongestGTime";"Div5WheelsOff";"Div5TailNum"
"2012";"4";"12";"8";"6";"2012-12-08";"MQ";"20398";"MQ";"N680MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"0556";"-4.00";"0.00";"0.00";"-1";"0600-0659";"13.00";"0609";"0609";"3.00";"0625";"0612";"-13.00";"0.00";"0.00";"-1";"0600-0659";"0.00";"";"0.00";"85.00";"76.00";"60.00";"1.00";"315.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"10";"1";"2012-12-10";"MQ";"20398";"MQ";"N609MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"";"";"";"";"";"0600-0659";"";"";"";"";"0625";"";"";"";"";"";"0600-0659";"1.00";"B";"0.00";"85.00";"";"";"1.00";"315.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"11";"2";"2012-12-11";"MQ";"20398";"MQ";"N615MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"0553";"-7.00";"0.00";"0.00";"-1";"0600-0659";"9.00";"0602";"0602";"4.00";"0625";"0606";"-19.00";"0.00";"0.00";"-2";"0600-0659";"0.00";"";"0.00";"85.00";"73.00";"60.00";"1.00";"315.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"12";"3";"2012-12-12";"MQ";"20398";"MQ";"N614MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"0554";"-6.00";"0.00";"0.00";"-1";"0600-0659";"18.00";"0612";"0608";"5.00";"0625";"0613";"-12.00";"0.00";"0.00";"-1";"0600-0659";"0.00";"";"0.00";"85.00";"79.00";"56.00";"1.00";"315.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"13";"4";"2012-12-13";"MQ";"20398";"MQ";"N628MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"0559";"-1.00";"0.00";"0.00";"-1";"0600-0659";"34.00";"0633";"0631";"5.00";"0625";"0636";"11.00";"11.00";"0.00";"0";"0600-0659";"0.00";"";"0.00";"85.00";"97.00";"58.00";"1.00";"315.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"14";"5";"2012-12-14";"MQ";"20398";"MQ";"N922MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"0554";"-6.00";"0.00";"0.00";"-1";"0600-0659";"15.00";"0609";"0608";"6.00";"0625";"0614";"-11.00";"0.00";"0.00";"-1";"0600-0659";"0.00";"";"0.00";"85.00";"80.00";"59.00";"1.00";"315.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"15";"6";"2012-12-15";"MQ";"20398";"MQ";"N680MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"0554";"-6.00";"0.00";"0.00";"-1";"0600-0659";"9.00";"0603";"0557";"4.00";"0625";"0601";"-24.00";"0.00";"0.00";"-2";"0600-0659";"0.00";"";"0.00";"85.00";"67.00";"54.00";"1.00";"315.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"17";"1";"2012-12-17";"MQ";"20398";"MQ";"N603MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"0554";"-6.00";"0.00";"0.00";"-1";"0600-0659";"11.00";"0605";"0602";"9.00";"0625";"0611";"-14.00";"0.00";"0.00";"-1";"0600-0659";"0.00";"";"0.00";"85.00";"77.00";"57.00";"1.00";"315.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"18";"2";"2012-12-18";"MQ";"20398";"MQ";"N670MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"0551";"-9.00";"0.00";"0.00";"-1";"0600-0659";"12.00";"0603";"0601";"5.00";"0625";"0606";"-19.00";"0.00";"0.00";"-2";"0600-0659";"0.00";"";"0.00";"85.00";"75.00";"58.00";"1.00";"315.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"19";"3";"2012-12-19";"MQ";"20398";"MQ";"N619MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"0556";"-4.00";"0.00";"0.00";"-1";"0600-0659";"15.00";"0611";"0614";"5.00";"0625";"0619";"-6.00";"0.00";"0.00";"-1";"0600-0659";"0.00";"";"0.00";"85.00";"83.00";"63.00";"1.00";"315.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"20";"4";"2012-12-20";"MQ";"20398";"MQ";"N615MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"0600";"0.00";"0.00";"0.00";"0";"0600-0659";"17.00";"0617";"0622";"7.00";"0625";"0629";"4.00";"4.00";"0.00";"0";"0600-0659";"0.00";"";"0.00";"85.00";"89.00";"65.00";"1.00";"315.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"21";"5";"2012-12-21";"MQ";"20398";"MQ";"N610MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"0557";"-3.00";"0.00";"0.00";"-1";"0600-0659";"41.00";"0638";"0638";"15.00";"0625";"0653";"28.00";"28.00";"1.00";"1";"0600-0659";"0.00";"";"0.00";"85.00";"116.00";"60.00";"1.00";"315.00";"2";"0.00";"0.00";"28.00";"0.00";"0.00";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"22";"6";"2012-12-22";"MQ";"20398";"MQ";"N902MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"0630";"30.00";"30.00";"1.00";"2";"0600-0659";"13.00";"0643";"0639";"6.00";"0625";"0645";"20.00";"20.00";"1.00";"1";"0600-0659";"0.00";"";"0.00";"85.00";"75.00";"56.00";"1.00";"315.00";"2";"0.00";"20.00";"0.00";"0.00";"0.00";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"26";"3";"2012-12-26";"MQ";"20398";"MQ";"N612MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"0600";"0.00";"0.00";"0.00";"0";"0600-0659";"18.00";"0618";"0613";"12.00";"0625";"0625";"0.00";"0.00";"0.00";"0";"0600-0659";"0.00";"";"0.00";"85.00";"85.00";"55.00";"1.00";"315.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"27";"4";"2012-12-27";"MQ";"20398";"MQ";"N942MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"";"";"";"";"";"0600-0659";"";"";"";"";"0625";"";"";"";"";"";"0600-0659";"1.00";"B";"0.00";"85.00";"";"";"1.00";"315.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"28";"5";"2012-12-28";"MQ";"20398";"MQ";"N603MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"0600";"0.00";"0.00";"0.00";"0";"0600-0659";"27.00";"0627";"0623";"8.00";"0625";"0631";"6.00";"6.00";"0.00";"0";"0600-0659";"0.00";"";"0.00";"85.00";"91.00";"56.00";"1.00";"315.00";"2";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"29";"6";"2012-12-29";"MQ";"20398";"MQ";"N617MQ";"4286";"11042";"1104202";"30647";"CLE";"Cleveland, OH";"OH";"39";"Ohio";"44";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"0600";"0557";"-3.00";"0.00";"0.00";"-1";"0600-0659";"41.00";"0638";"0645";"6.00";"0625";"0651";"26.00";"26.00";"1.00";"1";"0600-0659";"0.00";"";"0.00";"85.00";"114.00";"67.00";"1.00";"315.00";"2";"0.00";"0.00";"26.00";"0.00";"0.00";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"2";"7";"2012-12-02";"MQ";"20398";"MQ";"N832MQ";"4288";"11433";"1143302";"31295";"DTW";"Detroit, MI";"MI";"26";"Michigan";"43";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"2145";"2140";"-5.00";"0.00";"0.00";"-1";"2100-2159";"9.00";"2149";"2139";"7.00";"2155";"2146";"-9.00";"0.00";"0.00";"-1";"2100-2159";"0.00";"";"0.00";"70.00";"66.00";"50.00";"1.00";"235.00";"1";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2012";"4";"12";"3";"1";"2012-12-03";"MQ";"20398";"MQ";"N856MQ";"4288";"11433";"1143302";"31295";"DTW";"Detroit, MI";"MI";"26";"Michigan";"43";"13930";"1393002";"30977";"ORD";"Chicago, IL";"IL";"17";"Illinois";"41";"2145";"2154";"9.00";"9.00";"0.00";"0";"2100-2159";"9.00";"2203";"2146";"7.00";"2155";"2153";"-2.00";"0.00";"0.00";"-1";"2100-2159";"0.00";"";"0.00";"70.00";"59.00";"43.00";"1.00";"235.00";"1";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
